asset,model,test_rows,rmse,smape,mase,rmsle,beats_persistence
Google,RNN,20,25.7941799174538,3.040036903829113,3.272870658175226,0.032478301305369266,false
Google,LSTM,20,15.874427288400943,1.6905182496133806,1.8422264503190586,0.01968714135837061,false
Google,persistence_baseline,20,8.317811911795056,0.7669569740177395,0.839572207216678,0.01029001601665774,baseline
OXY,RNN,20,0.8802324541822032,1.0238247565413636,0.7996490803932439,0.01245413896222601,false
OXY,LSTM,20,0.7517494525803706,0.9539454319384029,0.7434517744377985,0.01067513368145654,false
OXY,persistence_baseline,20,0.6038369477473984,0.7176098388470425,0.5620971768289442,0.008504295320066921,baseline

