asset,model,test_rows,rmse,smape,mase,rmsle
Google,persistence_baseline,20,8.317811911795056,0.7669569740177395,0.839572207216678,0.01029001601665774
OXY,persistence_baseline,20,0.6038369477473984,0.7176098388470425,0.5620971768289442,0.008504295320066921
